persona_id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30
s45,1,1,1,6,1,1,1,2,1,1,1,6,1,1,3,1,6,1,1,1,6,6,6,1,6,1,1,3,6,6
s46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,4,1,1,1,1,1,1,1
s47,6,6,6,6,1,1,1,7,1,1,1,1,6,6,2,1,6,1,1,1,3,6,6,6,1,1,6,6,6,1
s48,6,6,6,6,1,1,1,6,1,6,1,6,6,6,3,1,6,6,6,1,6,6,6,1,1,2,6,6,6,6
s49,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1
s50,6,7,6,1,1,1,1,1,1,1,1,7,6,2,1,1,2,1,1,1,6,6,1,1,1,1,1,3,1,1
s51,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,6,1,1,1,1,1,1,1,1,1
s52,1,1,1,4,4,1,4,1,1,4,6,4,6,4,4,1,6,1,1,1,1,1,1,4,1,1,1,3,1,1
s53,6,6,6,6,4,1,4,4,4,3,6,6,6,3,4,3,6,6,6,3,3,6,4,3,3,4,3,3,6,3
s54,2,1,1,2,4,1,4,1,4,7,3,1,6,3,3,3,6,4,1,3,3,4,4,3,1,1,3,3,1,3
s55,6,1,3,7,3,1,1,7,1,6,3,3,6,3,3,1,6,6,1,6,3,6,6,3,6,3,1,3,1,6
s56,6,3,3,6,2,1,1,3,3,6,1,6,6,3,3,3,6,3,3,3,3,6,3,3,3,2,2,3,6,6
s57,6,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,3,3,1
s58,6,6,3,6,4,1,6,6,4,6,6,6,6,4,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6
s59,1,1,1,7,1,1,1,2,1,1,6,1,6,6,1,1,6,1,1,1,1,6,6,1,1,1,1,1,6,1
s60,1,1,1,1,1,1,1,1,1,1,6,1,1,2,3,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1
s61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s62,6,6,6,6,6,1,1,7,6,6,6,6,6,6,3,1,6,6,6,6,3,6,6,3,6,3,6,6,6,6
s63,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s64,6,6,3,6,3,1,4,1,3,1,3,1,6,6,3,1,6,6,6,1,3,1,6,4,6,1,4,3,6,3
s65,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1
s66,7,1,1,1,1,1,1,1,1,7,2,7,2,1,2,1,7,1,1,1,1,1,1,1,1,1,1,2,1,1
s67,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,7,1,7,2,7,7,1,1,1,1,1,1,1
s68,6,6,6,6,6,1,1,7,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,1,6,6,6
s69,6,6,6,6,1,1,1,1,1,1,1,1,6,1,1,1,6,6,1,6,3,6,6,6,1,2,6,6,6,6
s70,6,6,6,6,1,1,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,6,6,3,1,2,1,6,6,6
s71,3,6,4,3,4,1,4,1,4,6,1,4,3,3,3,3,6,1,1,3,3,3,1,3,3,3,3,3,1,3
s72,3,1,4,3,1,1,1,1,1,7,1,1,6,4,3,1,6,1,6,3,3,1,1,1,1,1,1,3,1,3
s73,3,1,2,2,1,1,4,2,4,1,1,4,1,6,3,4,6,6,6,4,3,6,4,1,1,1,1,3,4,3
s74,1,1,2,1,1,1,1,1,1,1,6,1,2,1,1,2,6,1,1,1,1,1,1,1,1,1,7,1,1,1
s75,3,6,1,3,3,1,2,1,4,1,1,1,6,6,3,3,6,1,6,3,3,3,3,1,3,1,3,3,1,3
s76,1,1,1,1,1,1,4,1,1,3,1,7,4,4,3,3,6,1,4,4,1,4,4,4,1,4,4,3,4,1
s77,2,1,1,2,1,1,1,1,1,1,1,1,6,6,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1
s78,6,6,1,1,1,1,4,1,1,6,1,6,6,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,6,1
s79,6,6,6,6,1,1,1,1,1,6,1,6,6,6,6,1,6,6,6,1,1,6,6,3,1,1,1,1,6,6
s80,3,6,1,3,2,1,4,3,4,3,6,1,3,4,4,4,6,1,6,4,2,6,2,3,1,1,4,3,1,3
s81,6,6,6,6,4,1,4,3,3,6,6,6,6,6,3,3,6,6,6,6,6,6,6,4,6,3,4,6,6,6
s82,7,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,6,1,1,1,1,1,1,1,2,1,1,1,6,1
s83,6,6,1,6,1,1,1,7,1,6,6,7,6,6,3,1,6,6,6,1,3,6,6,6,6,6,1,6,1,6
s84,3,1,1,3,4,1,1,1,3,1,3,1,3,3,3,3,6,1,1,1,3,4,4,3,3,1,3,3,1,3
s85,6,6,3,6,1,1,1,6,1,6,6,6,6,6,3,3,6,6,6,6,6,6,1,3,1,1,1,3,6,6
s86,1,1,2,1,1,1,4,1,4,1,6,1,6,1,4,1,6,6,1,4,1,1,1,1,1,1,2,3,1,1
s87,6,6,6,6,1,1,1,1,4,6,6,6,6,6,3,1,6,6,1,3,6,6,1,3,3,3,1,6,6,6
s88,6,6,3,6,4,1,4,6,4,4,6,6,6,4,3,4,6,6,6,6,4,6,3,4,4,3,4,6,6,6
s89,6,1,3,3,1,1,4,1,3,3,3,7,2,4,3,2,4,1,1,3,3,3,6,3,3,3,3,3,1,3
s90,6,7,3,6,6,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,1,1,1,6,1,6
s91,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,1,6,1,1,1,1,6,1,1,1,1,1,1,6,1
s92,3,1,4,3,4,1,4,1,4,6,3,1,4,4,3,4,6,1,1,3,3,1,4,3,1,1,3,3,1,3
s93,1,1,1,6,1,1,1,2,1,6,1,1,6,1,3,1,6,4,1,1,3,1,1,1,1,2,1,2,6,1
s94,1,1,2,2,1,1,4,1,6,6,2,1,6,2,3,2,4,1,1,1,1,6,1,1,2,1,2,3,1,2
s95,6,6,6,6,3,1,1,3,3,6,6,6,6,6,3,1,6,6,6,6,3,6,6,1,3,3,3,3,6,6
s96,1,7,1,1,1,1,1,1,1,6,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1
s97,3,6,3,3,1,1,4,1,3,3,3,1,6,3,3,3,6,1,1,3,3,3,3,3,3,3,3,3,4,3
s98,6,6,6,6,1,1,1,6,1,6,1,6,6,6,4,1,6,6,6,6,3,6,6,3,1,2,1,3,6,6
s99,2,1,2,4,1,1,4,1,1,1,1,1,4,1,1,1,2,1,1,1,1,4,4,1,1,1,1,3,1,1
s100,1,1,1,1,1,1,1,1,1,1,2,7,6,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,6,1
s101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,3,1,1
s102,1,1,1,2,1,1,1,1,6,1,1,1,1,6,1,1,1,6,6,3,6,4,1,1,1,1,1,1,1,1
s103,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,3,1,2,1,6,6,6
s104,6,6,1,3,1,1,3,1,3,3,3,6,6,4,3,3,6,1,2,1,3,4,6,3,1,1,3,3,1,3
s105,6,6,1,6,1,1,1,6,1,6,6,6,6,1,3,6,6,6,6,6,6,6,6,3,1,2,1,6,1,6
s106,3,1,4,2,3,1,1,1,3,3,1,6,3,1,3,3,6,1,1,1,3,4,1,1,3,1,3,3,1,1
s107,1,6,1,6,1,1,1,6,1,6,1,1,6,1,2,1,6,1,1,1,3,6,6,1,1,2,1,1,6,6
s108,7,1,2,1,2,1,1,1,1,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,7,1
s109,6,6,6,6,1,1,1,6,6,6,1,6,6,6,1,6,6,6,6,6,1,6,6,3,1,1,1,6,6,6
s110,6,6,3,6,1,1,3,1,4,6,1,6,6,6,3,3,6,6,6,3,3,1,6,3,3,3,3,6,6,6
s111,3,1,2,3,1,1,4,1,4,6,3,1,2,4,3,3,6,1,1,4,3,6,4,3,4,3,3,3,1,3
s112,6,6,6,6,1,1,1,6,6,6,1,6,6,6,3,1,6,6,6,1,6,6,6,4,2,1,1,1,6,6
s113,6,6,3,6,1,1,4,3,3,6,1,6,6,3,3,3,6,6,6,3,6,6,3,3,3,3,3,6,6,6
s114,6,1,1,4,1,1,1,1,1,3,1,1,2,3,3,3,3,4,1,1,3,1,1,1,6,1,3,3,6,3
s115,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6
s116,3,6,1,6,1,1,6,1,1,1,6,1,6,1,1,1,6,1,6,1,1,6,6,1,1,1,4,3,6,1
s117,6,6,6,6,1,1,6,1,1,6,1,1,6,1,1,1,6,6,6,6,6,6,6,3,1,6,6,6,1,6
s118,1,1,1,1,1,1,1,1,1,7,1,7,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,1
s119,6,1,1,1,1,1,1,1,1,6,6,1,6,2,1,1,2,1,1,1,6,1,6,1,1,1,1,2,1,1
s120,1,1,1,7,1,1,1,1,1,1,6,1,6,1,2,2,2,1,1,2,1,6,1,1,2,1,1,1,6,1
s121,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,2,1,1,1,1,1,7,1,1,1,1,3,1,1
s122,2,1,4,4,4,1,4,1,1,1,1,1,1,4,3,1,6,1,1,3,1,1,4,1,1,1,1,1,1,1
s123,6,6,3,6,1,1,1,6,6,6,1,6,6,6,3,1,6,6,6,6,3,6,3,3,1,2,6,6,6,6
s124,6,6,6,6,6,1,1,6,6,6,1,6,6,4,3,1,6,6,6,6,6,6,4,4,3,3,4,6,6,6
s125,6,6,4,6,4,1,4,3,4,4,1,6,6,4,3,6,4,6,4,3,3,6,3,4,4,3,4,4,6,6
s126,1,1,1,2,1,1,1,1,1,7,1,1,6,2,3,1,6,1,1,7,1,6,7,1,7,1,1,1,1,1
s127,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,7,6,1,1,1,1,1,1,1,1,1
s128,6,6,6,6,6,1,4,6,4,6,6,6,6,4,6,6,6,6,6,1,3,6,6,6,3,6,4,6,6,6
s129,6,6,6,3,1,1,4,1,1,1,1,6,1,6,1,1,6,1,6,1,3,6,1,4,1,1,1,4,1,1
s130,6,6,6,3,1,1,4,3,1,6,1,6,6,3,3,3,6,6,1,3,6,6,3,3,3,6,6,3,6,6
s131,2,1,7,1,7,1,1,1,7,1,1,1,1,1,3,1,6,1,1,1,1,4,4,1,7,1,1,1,1,1
s132,1,1,3,3,3,1,1,3,3,6,3,6,2,3,3,3,3,1,1,1,3,3,1,3,3,3,3,3,6,3
s133,6,6,6,6,1,1,4,1,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,3,1,1,1,1,6,6
s134,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,6,6,4,6,3,6,6,1,6
s135,1,1,2,1,1,1,1,1,1,1,6,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
s136,3,6,2,2,2,1,1,1,1,6,3,1,6,2,3,3,3,6,1,3,3,1,1,3,1,3,1,3,1,3
s137,2,1,4,1,1,1,1,1,1,1,1,1,1,4,3,3,6,1,1,3,1,1,4,1,6,1,1,1,1,1
s138,1,1,1,2,1,1,1,1,1,6,1,1,1,1,2,1,7,1,6,1,1,6,6,1,1,1,1,1,1,1
s139,7,1,2,1,1,1,1,1,1,7,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1
s140,6,6,6,6,1,1,6,6,6,6,6,6,6,6,1,1,6,6,6,1,1,1,6,1,1,2,6,1,6,6
s141,3,2,2,1,1,1,1,1,1,3,3,3,2,2,3,2,3,6,2,1,3,1,6,1,1,3,3,3,1,1
s142,6,6,6,6,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,1,2,6,6,6,6
s143,6,6,3,3,3,1,4,1,3,6,1,6,3,4,3,1,6,1,1,3,3,3,3,3,3,1,3,3,1,3
s144,6,6,6,6,1,1,1,7,1,6,1,6,6,1,6,1,6,6,6,1,6,6,6,3,1,1,1,6,1,6
s145,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
s146,1,1,1,1,7,1,1,1,1,1,1,1,6,1,3,1,6,1,1,3,2,4,1,1,1,1,1,1,1,1
s147,3,1,1,1,4,1,4,1,4,3,3,3,6,4,3,3,6,1,1,3,3,1,4,4,3,1,3,3,4,3
s148,1,1,1,1,1,1,1,1,1,1,1,1,6,7,1,1,6,1,7,1,6,1,1,1,1,1,1,1,1,1
s149,2,1,1,4,1,1,1,1,1,1,1,1,6,7,1,1,7,1,1,1,6,1,4,1,1,1,1,1,1,1
s150,2,1,1,1,1,1,1,1,1,1,1,1,6,2,3,3,6,1,1,1,1,2,1,1,1,1,1,1,1,1
s151,6,1,1,6,1,1,1,1,1,1,3,6,6,1,3,1,6,3,1,1,1,6,2,3,1,1,3,1,6,1
s152,6,1,1,1,1,1,1,1,1,3,1,1,2,7,3,3,3,1,1,1,1,1,1,3,1,3,3,3,6,1
s153,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1
s154,6,6,4,6,1,1,6,6,6,6,1,6,6,3,6,1,6,6,6,3,3,6,3,3,4,3,6,6,6,6
s155,2,1,2,1,1,1,1,1,1,1,3,1,4,4,3,3,6,1,1,3,3,1,3,1,1,3,1,3,1,1
s156,6,6,6,6,1,1,1,1,1,6,1,6,6,6,3,2,6,1,6,2,6,2,6,1,6,2,2,1,1,6
s157,3,1,1,3,3,1,1,3,3,3,3,3,6,2,3,1,6,1,1,3,3,6,6,3,3,3,3,3,6,3
s158,6,1,3,6,1,1,4,3,3,6,6,6,6,3,3,3,6,1,1,3,6,4,1,3,6,6,3,3,6,6
s159,1,1,1,7,1,1,1,7,1,1,2,1,6,3,2,1,6,1,1,2,3,6,6,1,1,1,1,1,1,6
s160,3,6,1,7,2,1,4,1,1,1,3,6,6,2,4,1,6,1,1,4,3,6,4,1,2,1,1,6,6,1
s161,6,6,6,6,3,1,3,6,3,6,1,6,6,6,3,1,6,6,6,6,3,6,6,3,6,3,3,6,6,6
s162,3,2,2,2,4,1,1,1,1,3,3,7,2,3,3,3,6,4,1,3,3,1,1,3,3,1,3,3,6,1
s163,6,6,6,6,1,1,1,7,3,6,1,6,6,6,3,1,6,6,6,1,6,6,6,1,6,3,1,3,6,6
s164,1,1,1,2,3,1,1,1,3,3,1,1,2,3,3,1,3,1,1,3,3,2,6,1,1,1,3,3,1,3
s165,3,1,1,2,2,1,1,1,4,6,3,4,1,6,3,1,4,6,6,4,1,6,4,4,6,1,4,3,4,3
s166,7,1,1,1,1,1,1,1,1,1,2,7,6,1,1,1,2,1,1,1,1,6,7,1,6,1,1,1,6,1
s167,3,3,1,2,2,1,1,1,3,6,1,1,6,3,3,3,6,6,6,3,3,1,1,1,1,1,1,3,1,3
s168,6,6,6,6,1,1,1,6,1,6,1,6,6,1,6,1,6,6,1,1,1,6,1,6,1,1,1,6,1,6
s169,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,6,1,1,1,1,4,4,1,1,1,1,1,1,1
s170,4,1,4,3,1,1,4,1,4,1,1,1,6,4,3,1,6,6,1,4,1,1,1,4,1,3,1,1,1,1
s171,6,6,6,6,1,1,4,3,3,6,1,6,6,3,3,4,6,6,6,1,3,6,6,3,6,3,6,3,6,6
s172,1,1,1,2,1,1,1,1,1,1,2,1,6,1,3,1,6,1,6,3,6,2,1,1,1,1,1,3,1,1
s173,6,6,6,6,1,1,6,6,6,6,1,6,6,6,3,1,6,6,6,6,1,6,6,3,2,1,6,6,6,6
s174,1,1,1,2,1,1,1,2,1,2,2,7,6,1,3,1,2,1,1,1,3,1,7,1,2,1,1,1,6,1
s175,2,1,1,2,1,1,1,1,1,1,2,1,6,1,1,1,6,1,1,2,1,1,6,1,1,1,1,3,1,1
s176,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,6,6,6
s177,3,1,2,3,3,1,4,1,1,1,1,1,1,3,3,3,6,1,1,3,1,6,4,1,1,1,3,3,1,1
s178,2,1,2,2,1,1,4,1,1,1,1,1,6,1,1,1,6,6,6,1,1,4,4,1,1,1,1,1,1,1
s179,6,6,6,6,6,1,1,6,6,6,1,6,6,6,3,6,6,6,6,1,6,6,6,4,1,2,3,6,6,6
s180,3,1,4,3,4,1,4,2,4,3,1,3,3,4,3,3,6,3,3,1,3,4,3,4,6,3,4,3,4,4
s181,3,3,3,3,4,1,4,3,3,6,1,4,3,3,3,3,6,3,3,3,3,3,4,3,6,3,3,3,4,3
s182,7,1,7,1,7,1,1,1,1,1,7,1,2,7,3,1,7,1,1,1,7,4,1,7,1,1,1,3,7,1
s183,6,6,4,6,1,1,4,6,4,6,1,6,6,6,4,6,6,6,6,3,6,6,6,4,3,2,6,6,6,6
s184,7,1,1,1,1,1,1,1,1,1,3,1,3,4,3,3,6,1,1,4,2,1,1,4,1,1,4,3,4,3
s185,6,6,6,6,1,1,1,6,1,6,1,6,6,6,1,1,6,6,6,1,6,6,6,1,2,1,1,4,6,6
s186,1,1,1,1,1,1,1,1,7,1,1,1,4,1,1,1,6,1,1,1,2,7,7,4,1,1,1,1,7,1
s187,1,1,2,2,1,1,4,2,4,3,1,4,2,4,2,1,4,1,1,1,2,6,6,4,1,4,4,4,1,3
s188,1,1,1,3,1,1,4,1,1,7,1,7,6,1,3,3,6,3,1,1,3,2,1,3,1,3,3,3,6,3
s189,3,3,3,3,3,1,4,3,3,3,3,3,6,4,3,3,4,1,1,3,3,3,4,3,3,3,3,3,1,3
s190,6,1,1,1,1,1,4,1,4,6,1,1,1,1,3,1,4,1,1,1,1,6,6,1,4,1,4,3,6,1
s191,6,6,6,6,1,1,1,1,1,6,1,6,6,6,1,1,6,6,6,1,6,6,6,1,1,1,1,6,6,6
s192,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,6,1,1,3,1,1,4,1,1,1,1,3,1,1
s193,3,1,2,1,4,1,4,1,3,1,3,3,4,3,3,3,3,4,2,3,3,1,1,1,3,3,3,3,4,3
s194,6,6,6,6,1,1,1,1,6,1,6,6,6,6,1,1,6,6,6,6,6,6,6,3,1,1,6,6,6,6
s195,1,6,6,1,1,1,1,3,1,6,6,1,1,3,3,1,6,1,1,1,3,1,1,1,2,1,1,3,1,6
s196,6,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,6,1,6,1,6,6,6,1,1,1,1,1,1,6
s197,6,1,1,6,1,1,1,1,1,3,1,6,6,1,3,1,6,1,2,3,3,1,6,1,1,1,2,3,6,1
s198,1,1,1,6,1,1,1,1,1,6,6,1,6,6,3,1,6,1,1,3,1,6,6,1,1,1,1,3,1,1
s199,1,1,1,2,1,1,4,1,1,1,1,1,4,1,3,4,6,1,1,4,1,1,1,1,1,3,1,1,1,1
s200,3,1,1,3,3,1,4,3,4,3,3,4,6,3,3,3,4,4,4,3,3,1,4,3,3,1,3,3,4,3
s201,6,6,6,6,3,1,1,6,3,6,6,6,6,6,3,3,6,6,6,3,6,6,6,3,3,1,3,3,6,6
s202,3,1,1,3,1,1,4,1,3,3,3,6,3,3,3,3,6,1,1,1,3,1,4,1,3,3,3,3,1,3
s203,3,6,2,3,4,1,4,3,4,6,4,6,6,6,4,4,6,6,6,3,3,6,4,3,3,3,4,3,4,3
s204,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,2,2,4,6,6,6
s205,7,1,6,1,1,1,1,1,1,6,6,1,6,2,3,1,6,1,1,1,1,6,1,1,6,1,1,1,6,1
s206,6,6,6,6,1,1,1,1,1,6,6,6,6,3,3,1,6,3,6,1,6,1,6,3,1,3,3,6,6,6
s207,2,1,1,2,1,1,1,1,1,3,3,1,2,1,3,1,2,1,1,1,2,1,1,4,1,1,1,1,1,1
s208,3,1,3,3,3,1,4,3,3,6,3,3,3,3,3,3,3,4,3,3,3,4,1,3,3,3,3,3,3,3
s209,6,6,1,6,1,1,1,1,1,6,1,1,1,1,2,1,6,6,6,1,1,6,6,1,1,1,1,3,6,1
s210,6,6,6,6,1,1,1,6,1,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,1,2,1,6,6,6
s211,1,6,6,6,1,1,1,1,1,6,6,7,6,2,3,1,2,1,1,1,1,1,6,1,2,1,1,3,6,6
s212,1,1,2,1,7,1,4,1,7,1,4,1,4,1,1,3,7,4,1,1,2,1,1,1,7,1,1,3,1,1
s213,7,7,1,7,1,1,4,1,6,1,1,1,6,1,3,4,6,1,1,1,1,6,1,1,1,1,4,1,1,1
s214,6,6,6,6,2,1,1,6,1,6,1,6,6,3,3,6,6,6,6,1,3,6,6,3,6,3,6,3,6,6
s215,6,6,3,6,1,1,1,1,1,1,2,1,6,6,3,1,6,6,6,1,6,6,1,1,1,1,1,1,1,6
s216,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,7,1,1,1,2,7,2,1,1,1,1,1,1,1
s217,6,6,6,6,1,1,1,3,3,6,1,6,6,6,3,3,6,6,6,3,3,6,6,1,6,6,3,3,6,3
s218,6,1,3,6,1,1,1,1,1,6,1,6,6,1,3,1,6,1,6,1,1,1,6,3,1,2,1,1,6,6
s219,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,3,3,2,6,6,6,6
